spike_timestep,spike_class,amplitude,firing_rate
380400.0,0,4,1
381044.0,0,4,1
383535.0,0,4,1
385698.0,0,4,1
386431.0,0,4,1
386887.0,0,4,1
387475.0,0,4,1
389820.0,0,4,1
392595.0,2,4,1
393024.0,0,4,1
399515.0,0,4,1
400267.0,0,4,1
402251.0,0,4,1
403571.0,0,4,1
405330.0,0,4,1
405464.0,0,4,1
406002.0,0,4,1
407443.0,0,4,1
408326.0,0,4,1
409897.0,0,4,1
410815.0,0,4,1
411039.0,0,4,1
416318.0,0,4,1
418257.0,0,4,1
418647.0,0,4,1
418835.0,0,4,1
420124.0,0,4,1
421050.0,0,4,1
421472.0,0,4,1
422985.0,0,4,1
424574.0,0,4,1
425007.0,0,4,1
428641.0,0,4,1
430415.0,0,4,1
430583.0,0,4,1
432310.0,0,4,1
433086.0,0,4,1
433614.0,0,4,1
433993.0,0,4,1
434798.0,0,4,1
435246.0,0,4,1
436132.0,0,4,1
437056.0,0,4,1
438164.0,0,4,1
439208.0,0,4,1
440003.0,0,4,1
441054.0,0,4,1
442112.0,0,4,1
442323.0,0,4,1
442557.0,0,4,1
445255.0,0,4,1
445405.0,0,4,1
445974.0,0,4,1
446143.0,0,4,1
446315.0,0,4,1
446936.0,1,4,1
448010.0,0,4,1
448462.0,0,4,1
449809.0,0,4,1
450006.0,0,4,1
450625.0,0,4,1
453257.0,1,4,1
455153.0,0,4,1
455473.0,0,4,1
455964.0,0,4,1
456311.0,0,4,1
457920.0,0,4,1
458499.0,0,4,1
458887.0,0,4,1
460350.0,2,4,1
466149.0,0,4,1
467057.0,0,4,1
467812.0,0,4,1
468223.0,1,4,1
468870.0,0,4,1
470014.0,0,4,1
471648.0,0,4,1
475105.0,0,4,1
476168.0,0,4,1
476890.0,0,4,1
477594.0,0,4,1
478009.0,0,4,1
478330.0,0,4,1
480570.0,0,4,1
481140.0,0,4,1
482380.0,0,4,1
482586.0,0,4,1
483059.0,1,4,1
484973.0,0,4,1
486105.0,0,4,1
488026.0,0,4,1
490250.0,1,4,1
491636.0,0,4,1
492271.0,0,4,1
492380.0,0,4,1
492579.0,0,4,1
495395.0,0,4,1
497223.0,1,4,1
497442.0,0,4,1
502360.0,0,4,1
504995.0,0,4,1
505299.0,0,4,1
505840.0,0,4,1
505940.0,0,4,1
506147.0,0,4,1
506320.0,2,4,1
506410.0,0,4,1
509284.0,0,4,1
509929.0,0,4,1
510060.0,0,4,1
512187.0,0,4,1
516363.0,0,4,1
516505.0,0,4,1
516955.0,0,4,1
517752.0,0,4,1
518827.0,0,4,1
520452.0,0,4,1
521692.0,0,4,1
522352.0,0,4,1
523643.0,0,4,1
525053.0,0,4,1
526160.0,0,4,1
527115.0,0,4,1
527770.0,0,4,1
529987.0,0,4,1
530262.0,0,4,1
530475.0,0,4,1
531031.0,1,4,1
531801.0,0,4,1
532795.0,0,4,1
533251.0,1,4,1
535976.0,0,4,1
536072.0,0,4,1
536375.0,0,4,1
536460.0,0,4,1
536723.0,0,4,1
537148.0,0,4,1
539959.0,0,4,1
542318.0,0,4,1
543630.0,0,4,1
545929.0,0,4,1
547865.0,0,4,1
549535.0,0,4,1
551671.0,0,4,1
552937.0,0,4,1
554645.0,0,4,1
556739.0,0,4,1
558457.0,0,4,1
562717.0,0,4,1
563063.0,0,4,1
563545.0,0,4,1
565806.0,0,4,1
567307.0,0,4,1
567828.0,0,4,1
569713.0,1,4,1
570377.0,0,4,1
572409.0,0,4,1
573397.0,2,4,1
573557.0,0,4,1
576581.0,1,4,1
576791.0,0,4,1
577440.0,0,4,1
578430.0,0,4,1
579248.0,0,4,1
580281.0,0,4,1
583165.0,2,4,1
585437.0,0,4,1
585971.0,0,4,1
587831.0,0,4,1
588250.0,0,4,1
588506.0,0,4,1
590159.0,1,4,1
591779.0,0,4,1
594341.0,0,4,1
594935.0,0,4,1
595859.0,0,4,1
597187.0,0,4,1
597982.0,0,4,1
599066.0,0,4,1
599241.0,1,4,1
600124.0,0,4,1
601114.0,0,4,1
601333.0,0,4,1
601981.0,0,4,1
602355.0,0,4,1
603736.0,0,4,1
603955.0,0,4,1
604327.0,0,4,1
605527.0,0,4,1
606047.0,0,4,1
607925.0,0,4,1
608087.0,0,4,1
608270.0,1,4,1
610352.0,0,4,1
611465.0,0,4,1
613005.0,1,4,1
613419.0,0,4,1
613764.0,0,4,1
614982.0,0,4,1
615273.0,0,4,1
616048.0,0,4,1
616661.0,0,4,1
616945.0,0,4,1
618918.0,2,4,1
619546.0,0,4,1
620291.0,0,4,1
621504.0,0,4,1
623113.0,0,4,1
624205.0,0,4,1
625220.0,0,4,1
626604.0,0,4,1
627550.0,0,4,1
627633.0,0,4,1
628060.0,0,4,1
630414.0,0,4,1
632318.0,0,4,1
633286.0,1,4,1
634657.0,0,4,1
636374.0,0,4,1
636673.0,0,4,1
638278.0,2,4,1
638661.0,0,4,1
639915.0,0,4,1
641953.0,0,4,1
643066.0,0,4,1
643941.0,0,4,1
645494.0,0,4,1
648079.0,0,4,1
648169.0,0,4,1
649238.0,0,4,1
649330.0,1,4,1
651504.0,0,4,1
652202.0,0,4,1
653045.0,0,4,1
653139.0,0,4,1
653237.0,2,4,1
653920.0,1,4,1
654064.0,0,4,1
654344.0,2,4,1
655123.0,0,4,1
655793.0,0,4,1
656324.0,0,4,1
658490.0,0,4,1
659555.0,0,4,1
659694.0,0,4,1
659946.0,0,4,1
661008.0,0,4,1
662046.0,0,4,1
663282.0,0,4,1
664118.0,0,4,1
664357.0,0,4,1
666046.0,0,4,1
666840.0,0,4,1
667583.0,0,4,1
667709.0,1,4,1
669858.0,0,4,1
672567.0,0,4,1
672811.0,0,4,1
673329.0,0,4,1
673858.0,0,4,1
674214.0,0,4,1
675088.0,0,4,1
675829.0,0,4,1
676012.0,0,4,1
678692.0,0,4,1
679016.0,0,4,1
680804.0,0,4,1
681157.0,0,4,1
681311.0,0,4,1
683827.0,0,4,1
684371.0,0,4,1
685431.0,1,4,1
688354.0,0,4,1
688601.0,2,4,1
689451.0,0,4,1
690674.0,0,4,1
692405.0,0,4,1
692758.0,0,4,1
693499.0,0,4,1
693722.0,0,4,1
694384.0,0,4,1
695982.0,0,4,1
697128.0,0,4,1
699698.0,0,4,1
701142.0,0,4,1
702331.0,0,4,1
702537.0,0,4,1
702853.0,0,4,1
703401.0,0,4,1
704673.0,0,4,1
705766.0,0,4,1
708126.0,0,4,1
708261.0,0,4,1
710301.0,0,4,1
713774.0,0,4,1
714206.0,0,4,1
714671.0,0,4,1
715728.0,0,4,1
721624.0,0,4,1
721833.0,0,4,1
722414.0,0,4,1
724993.0,0,4,1
725281.0,0,4,1
726600.0,0,4,1
729067.0,0,4,1
729832.0,1,4,1
731026.0,0,4,1
732343.0,0,4,1
732516.0,0,4,1
732648.0,2,4,1
733302.0,0,4,1
733816.0,0,4,1
733932.0,0,4,1
734554.0,0,4,1
736386.0,0,4,1
737209.0,0,4,1
737454.0,2,4,1
737694.0,0,4,1
738173.0,0,4,1
739985.0,0,4,1
740463.0,0,4,1
741234.0,0,4,1
742740.0,0,4,1
744766.0,0,4,1
745232.0,0,4,1
746193.0,0,4,1
746320.0,0,4,1
748979.0,0,4,1
751807.0,1,4,1
751963.0,0,4,1
753058.0,0,4,1
756657.0,0,4,1
757031.0,0,4,1
757210.0,0,4,1
757404.0,0,4,1
758506.0,0,4,1
759075.0,0,4,1
759330.0,0,4,1
759437.0,0,4,1
761544.0,0,4,1
762561.0,2,4,1
762779.0,0,4,1
762970.0,0,4,1
765133.0,1,4,1
765622.0,0,4,1
766140.0,0,4,1
766946.0,0,4,1
767045.0,0,4,1
767538.0,0,4,1
769141.0,0,4,1
770085.0,0,4,1
770447.0,0,4,1
771419.0,0,4,1
771902.0,0,4,1
775569.0,0,4,1
775901.0,0,4,1
776556.0,0,4,1
776659.0,0,4,1
776785.0,0,4,1
777275.0,0,4,1
778860.0,0,4,1
779565.0,0,4,1
782331.0,0,4,1
782474.0,0,4,1
782821.0,0,4,1
786848.0,0,4,1
788594.0,0,4,1
791197.0,0,4,1
792339.0,0,4,1
793157.0,0,4,1
793408.0,0,4,1
795616.0,0,4,1
795886.0,0,4,1
797915.0,1,4,1
798465.0,0,4,1
798801.0,0,4,1
802979.0,0,4,1
803065.0,0,4,1
804456.0,0,4,1
805456.0,0,4,1
805909.0,0,4,1
807604.0,0,4,1
808840.0,0,4,1
810492.0,0,4,1
813682.0,0,4,1
814289.0,0,4,1
814573.0,0,4,1
815468.0,0,4,1
815938.0,0,4,1
816282.0,0,4,1
817095.0,0,4,1
817732.0,0,4,1
818506.0,0,4,1
819373.0,2,4,1
823555.0,0,4,1
823703.0,0,4,1
824710.0,0,4,1
824875.0,0,4,1
825449.0,0,4,1
825665.0,2,4,1
826219.0,2,4,1
827694.0,0,4,1
830264.0,0,4,1
830403.0,0,4,1
832442.0,0,4,1
833771.0,0,4,1
835114.0,0,4,1
837024.0,0,4,1
837709.0,0,4,1
838312.0,0,4,1
839669.0,0,4,1
839994.0,0,4,1
841984.0,1,4,1
842966.0,2,4,1
844821.0,0,4,1
848181.0,0,4,1
853148.0,0,4,1
853795.0,0,4,1
855601.0,0,4,1
859868.0,0,4,1
860312.0,0,4,1
861303.0,1,4,1
862723.0,0,4,1
863366.0,0,4,1
866429.0,0,4,1
868496.0,1,4,1
869256.0,0,4,1
869448.0,0,4,1
869994.0,0,4,1
871478.0,0,4,1
872035.0,0,4,1
872860.0,0,4,1
873768.0,0,4,1
873999.0,0,4,1
876280.0,0,4,1
876392.0,0,4,1
877135.0,0,4,1
877457.0,1,4,1
881107.0,2,4,1
883306.0,0,4,1
884659.0,0,4,1
886289.0,0,4,1
886886.0,0,4,1
887153.0,0,4,1
887510.0,0,4,1
889448.0,2,4,1
890094.0,0,4,1
890397.0,0,4,1
891925.0,0,4,1
893010.0,0,4,1
896431.0,0,4,1
897120.0,0,4,1
897632.0,0,4,1
899953.0,0,4,1
900985.0,0,4,1
905762.0,0,4,1
908368.0,0,4,1
909422.0,0,4,1
911354.0,0,4,1
916381.0,0,4,1
916527.0,0,4,1
916636.0,0,4,1
917254.0,2,4,1
918248.0,0,4,1
918382.0,0,4,1
918955.0,0,4,1
919057.0,0,4,1
922690.0,0,4,1
922927.0,0,4,1
923703.0,0,4,1
924167.0,0,4,1
924268.0,0,4,1
925133.0,0,4,1
925228.0,0,4,1
927287.0,0,4,1
928348.0,0,4,1
930179.0,0,4,1
936159.0,0,4,1
936719.0,0,4,1
938070.0,0,4,1
939842.0,0,4,1
940421.0,0,4,1
943115.0,0,4,1
944693.0,0,4,1
945891.0,0,4,1
946358.0,1,4,1
950317.0,0,4,1
953880.0,0,4,1
954176.0,0,4,1
954636.0,0,4,1
955413.0,0,4,1
956176.0,2,4,1
957708.0,0,4,1
958607.0,0,4,1
960089.0,1,4,1
960303.0,2,4,1
961353.0,0,4,1
961675.0,0,4,1
962062.0,0,4,1
964799.0,0,4,1
964887.0,0,4,1
965684.0,0,4,1
968377.0,2,4,1
970246.0,0,4,1
970334.0,0,4,1
972738.0,0,4,1
972900.0,0,4,1
973317.0,0,4,1
973934.0,0,4,1
974858.0,0,4,1
975835.0,1,4,1
976021.0,0,4,1
976191.0,0,4,1
976977.0,0,4,1
977302.0,0,4,1
978100.0,0,4,1
978777.0,0,4,1
982878.0,0,4,1
983153.0,0,4,1
984407.0,0,4,1
986612.0,2,4,1
986910.0,0,4,1
987235.0,1,4,1
988061.0,0,4,1
989720.0,0,4,1
990120.0,0,4,1
990345.0,0,4,1
991149.0,0,4,1
992922.0,0,4,1
994569.0,0,4,1
995958.0,0,4,1
998356.0,0,4,1
1004239.0,0,4,1
1006704.0,0,4,1
1007105.0,0,4,1
1007922.0,2,4,1
1008365.0,1,4,1
1008532.0,0,4,1
1009650.0,1,4,1
1010105.0,0,4,1
1013297.0,0,4,1
1013584.0,0,4,1
1016361.0,0,4,1
1017268.0,0,4,1
1018002.0,0,4,1
1018149.0,0,4,1
1018577.0,0,4,1
1018714.0,2,4,1
1020313.0,0,4,1
1020502.0,0,4,1
1021390.0,0,4,1
1021621.0,0,4,1
1021747.0,0,4,1
1022887.0,0,4,1
1025838.0,0,4,1
1029497.0,0,4,1
1029713.0,0,4,1
1030094.0,0,4,1
1030944.0,0,4,1
1031479.0,0,4,1
1033369.0,0,4,1
1034743.0,0,4,1
1034946.0,0,4,1
1035068.0,0,4,1
1036459.0,1,4,1
1036830.0,0,4,1
1038278.0,0,4,1
1038973.0,1,4,1
1039396.0,0,4,1
1040348.0,0,4,1
1041857.0,0,4,1
1044068.0,0,4,1
1046083.0,0,4,1
1048093.0,0,4,1
1050438.0,0,4,1
1053066.0,0,4,1
1054689.0,0,4,1
1055134.0,0,4,1
1056844.0,0,4,1
1058775.0,0,4,1
1059395.0,0,4,1
1060452.0,0,4,1
1062305.0,0,4,1
1064122.0,0,4,1
1064818.0,0,4,1
1067548.0,0,4,1
1067718.0,0,4,1
1068059.0,0,4,1
1068311.0,0,4,1
1069012.0,0,4,1
1069239.0,0,4,1
1069500.0,0,4,1
1071075.0,0,4,1
1071820.0,0,4,1
1071972.0,0,4,1
1073123.0,1,4,1
1074514.0,0,4,1
1078610.0,0,4,1
1079794.0,0,4,1
1080447.0,0,4,1
1082035.0,0,4,1
1082500.0,0,4,1
1084316.0,1,4,1
1088426.0,0,4,1
1090372.0,0,4,1
1091951.0,2,4,1
1095107.0,0,4,1
1095864.0,0,4,1
1096371.0,0,4,1
1097147.0,0,4,1
1097311.0,0,4,1
1099846.0,0,4,1
1102520.0,0,4,1
1102946.0,0,4,1
1103038.0,0,4,1
1105249.0,0,4,1
1106615.0,0,4,1
1107135.0,0,4,1
1108932.0,0,4,1
1110294.0,0,4,1
1111644.0,0,4,1
1112017.0,0,4,1
1112611.0,0,4,1
1113381.0,0,4,1
1117290.0,0,4,1
1117403.0,0,4,1
1117599.0,0,4,1
1118925.0,0,4,1
1119671.0,0,4,1
1120688.0,0,4,1
1120826.0,0,4,1
1121368.0,0,4,1
1121803.0,0,4,1
1122032.0,0,4,1
1122227.0,0,4,1
1122542.0,0,4,1
1125930.0,0,4,1
1127780.0,1,4,1
1130241.0,0,4,1
1130388.0,0,4,1
1131101.0,0,4,1
1131334.0,0,4,1
1132940.0,0,4,1
1134042.0,0,4,1
1136952.0,0,4,1
1138557.0,0,4,1
1141572.0,0,4,1
1141891.0,0,4,1
1142181.0,0,4,1
1145655.0,0,4,1
1146385.0,0,4,1
1146511.0,0,4,1
1150554.0,0,4,1
1153164.0,0,4,1
1153412.0,0,4,1
1154176.0,0,4,1
1154950.0,2,4,1
1155258.0,0,4,1
1155647.0,1,4,1
1155942.0,1,4,1
1157291.0,0,4,1
1158715.0,0,4,1
1159059.0,1,4,1
1159398.0,0,4,1
1159658.0,0,4,1
1160656.0,0,4,1
1163489.0,0,4,1
1168074.0,0,4,1
1168876.0,0,4,1
1169787.0,1,4,1
1172701.0,0,4,1
1173106.0,0,4,1
1173502.0,1,4,1
1176737.0,2,4,1
1176865.0,0,4,1
1179221.0,0,4,1
1179836.0,0,4,1
1180398.0,0,4,1
1180499.0,0,4,1
1180820.0,0,4,1
1181389.0,0,4,1
1182101.0,0,4,1
1183147.0,0,4,1
1183609.0,1,4,1
1184816.0,0,4,1
1185428.0,2,4,1
1186423.0,0,4,1
1188581.0,0,4,1
1189630.0,0,4,1
1189724.0,0,4,1
1191371.0,0,4,1
1191542.0,0,4,1
1192281.0,0,4,1
1192488.0,0,4,1
1196942.0,0,4,1
1198417.0,1,4,1
1198561.0,0,4,1
1198652.0,0,4,1
1199144.0,0,4,1
1199780.0,0,4,1
1200768.0,0,4,1
1203248.0,0,4,1
1203738.0,0,4,1
1204157.0,0,4,1
1205983.0,0,4,1
1206537.0,2,4,1
1207555.0,1,4,1
1208306.0,0,4,1
1208704.0,0,4,1
1213638.0,0,4,1
1213935.0,0,4,1
1216458.0,0,4,1
1217632.0,0,4,1
1217823.0,0,4,1
1218324.0,0,4,1
1218738.0,0,4,1
1220206.0,0,4,1
1221269.0,0,4,1
1221445.0,0,4,1
1222348.0,0,4,1
1224036.0,0,4,1
1224462.0,0,4,1
1224698.0,0,4,1
1229136.0,0,4,1
1230021.0,2,4,1
1233306.0,0,4,1
1234302.0,0,4,1
1235833.0,1,4,1
1236555.0,0,4,1
1236961.0,0,4,1
1237621.0,0,4,1
1238381.0,0,4,1
1240371.0,0,4,1
1243782.0,0,4,1
1244177.0,0,4,1
1244717.0,2,4,1
1244862.0,0,4,1
1246663.0,0,4,1
1247565.0,0,4,1
1248791.0,0,4,1
1252063.0,0,4,1
1253560.0,0,4,1
1254425.0,0,4,1
1255562.0,0,4,1
1256376.0,0,4,1
1257115.0,0,4,1
1257756.0,0,4,1
1259451.0,0,4,1
1260543.0,0,4,1
1261943.0,0,4,1
1262459.0,0,4,1
1265216.0,0,4,1
1265485.0,0,4,1
1267294.0,0,4,1
1267516.0,0,4,1
1269533.0,1,4,1
1271661.0,0,4,1
1273015.0,2,4,1
1273625.0,0,4,1
1274018.0,0,4,1
1276228.0,0,4,1
1282776.0,1,4,1
1283596.0,0,4,1
1284282.0,0,4,1
1286079.0,0,4,1
1288933.0,0,4,1
1289054.0,0,4,1
1290689.0,0,4,1
1291014.0,2,4,1
1291142.0,0,4,1
1291292.0,0,4,1
1293834.0,0,4,1
1294024.0,0,4,1
1294656.0,2,4,1
1295989.0,0,4,1
1297015.0,0,4,1
1297786.0,0,4,1
1297926.0,0,4,1
1299421.0,0,4,1
1299636.0,0,4,1
1300071.0,0,4,1
1300717.0,0,4,1
1301313.0,1,4,1
1302377.0,0,4,1
1302506.0,0,4,1
1304196.0,0,4,1
1306395.0,0,4,1
1307161.0,0,4,1
1309704.0,0,4,1
1312123.0,0,4,1
1312500.0,0,4,1
1313134.0,0,4,1
1314803.0,0,4,1
1315807.0,0,4,1
1317618.0,0,4,1
1317726.0,0,4,1
1318825.0,0,4,1
1320739.0,0,4,1
1321939.0,0,4,1
1322551.0,0,4,1
1326684.0,0,4,1
1330093.0,0,4,1
1331078.0,0,4,1
1331917.0,0,4,1
1332458.0,0,4,1
1334779.0,0,4,1
1335487.0,1,4,1
1336930.0,0,4,1
1337110.0,0,4,1
1337225.0,0,4,1
1337313.0,0,4,1
1342437.0,0,4,1
1344483.0,0,4,1
1348415.0,0,4,1
1349271.0,0,4,1
1351887.0,0,4,1
1351987.0,0,4,1
1352277.0,0,4,1
1354672.0,0,4,1
1355510.0,0,4,1
1358495.0,0,4,1
1359128.0,2,4,1
1360039.0,0,4,1
1360654.0,0,4,1
1361058.0,0,4,1
1361704.0,0,4,1
1363491.0,0,4,1
1363845.0,0,4,1
1366248.0,0,4,1
1366513.0,0,4,1
1367872.0,0,4,1
1370077.0,0,4,1
1371097.0,0,4,1
1371673.0,0,4,1
1373393.0,0,4,1
1373800.0,0,4,1
1375308.0,0,4,1
1375430.0,0,4,1
1375723.0,0,4,1
1375890.0,0,4,1
1377481.0,0,4,1
1377880.0,0,4,1
1379260.0,2,4,1
1383052.0,0,4,1
1383937.0,0,4,1
1384355.0,0,4,1
1384627.0,0,4,1
1389079.0,0,4,1
1389629.0,0,4,1
1390289.0,0,4,1
1391061.0,0,4,1
1393280.0,0,4,1
1393919.0,0,4,1
1394645.0,0,4,1
1395055.0,0,4,1
1395416.0,0,4,1
1396233.0,0,4,1
1396520.0,0,4,1
1396867.0,0,4,1
1400317.0,0,4,1
1400907.0,0,4,1
1401157.0,0,4,1
1403958.0,0,4,1
1404140.0,0,4,1
1405301.0,0,4,1
1406559.0,0,4,1
1407739.0,0,4,1
1408089.0,0,4,1
1408818.0,0,4,1
1410016.0,2,4,1
1411202.0,0,4,1
1412010.0,0,4,1
1413793.0,0,4,1
1414826.0,0,4,1
1416960.0,0,4,1
1418689.0,0,4,1
1421354.0,0,4,1
1423460.0,0,4,1
1423710.0,0,4,1
1425253.0,0,4,1
1425882.0,0,4,1
1428083.0,0,4,1
1428276.0,2,4,1
1430711.0,0,4,1
1431580.0,0,4,1
1434957.0,0,4,1
1435408.0,0,4,1
1436400.0,0,4,1
1437407.0,0,4,1
1437587.0,0,4,1
1437741.0,0,4,1
1440553.0,0,4,1
1440666.0,0,4,1
1442255.0,0,4,1
1443612.0,0,4,1
1443788.0,0,4,1
1444587.0,0,4,1
1444885.0,0,4,1
1446011.0,2,4,1
1447391.0,0,4,1
1447593.0,0,4,1
1447774.0,0,4,1
1448290.0,0,4,1
1448641.0,1,4,1
1450113.0,0,4,1
1450561.0,0,4,1
1451022.0,0,4,1
1451178.0,0,4,1
